,Distrito,Tipo I,Ases.,Viol.,Robo,Agr. Grave,Esc.,Apr. I,H. Auto,Date
5012,Aguas Buenas,90,5.0,0.0,8.0,19.0,30.0,23,5.0,2015-05-01
5013,Aibonito,69,2.0,0.0,4.0,9.0,16.0,32,6.0,2015-05-01
5014,Añasco,40,1.0,0.0,2.0,6.0,15.0,13,3.0,2015-05-01
5015,Arecibo,374,4.0,0.0,15.0,7.0,138.0,176,34.0,2015-05-01
5016,Arroyo,59,0.0,1.0,4.0,15.0,10.0,28,1.0,2015-05-01
5017,Barceloneta,190,1.0,0.0,16.0,2.0,38.0,117,16.0,2015-05-01
5018,Cidra,146,4.0,0.0,13.0,15.0,24.0,76,14.0,2015-05-01
5019,Barranquitas,153,0.0,0.0,5.0,13.0,51.0,71,13.0,2015-05-01
5020,Cabo Rojo,84,2.0,1.0,6.0,7.0,32.0,34,2.0,2015-05-01
5021,Camuy,127,0.0,0.0,8.0,8.0,40.0,67,4.0,2015-05-01
5022,Canóvanas,218,7.0,0.0,31.0,25.0,43.0,104,8.0,2015-05-01
5023,Carolina,1243,12.0,2.0,149.0,55.0,230.0,728,67.0,2015-05-01
5024,Cataño,148,3.0,0.0,25.0,6.0,32.0,75,7.0,2015-05-01
5025,Cayey,223,8.0,0.0,13.0,22.0,21.0,133,26.0,2015-05-01
5026,Ceiba,48,0.0,0.0,1.0,10.0,14.0,20,3.0,2015-05-01
5027,Bayamón,1768,17.0,0.0,173.0,36.0,273.0,955,314.0,2015-05-01
5028,Juncos,125,6.0,0.0,23.0,16.0,33.0,39,8.0,2015-05-01
5029,Quebradillas,80,0.0,0.0,7.0,1.0,25.0,45,2.0,2015-05-01
5030,Lares,92,0.0,0.0,0.0,8.0,29.0,53,2.0,2015-05-01
5031,San Germán,107,2.0,0.0,2.0,8.0,39.0,49,7.0,2015-05-01
5032,San Juan,3550,34.0,1.0,446.0,203.0,522.0,1912,432.0,2015-05-01
5033,San Lorenzo,166,2.0,0.0,21.0,15.0,49.0,68,11.0,2015-05-01
5034,San Sebastián,115,1.0,0.0,6.0,2.0,43.0,61,2.0,2015-05-01
5035,Santa Isabel,113,3.0,0.0,2.0,8.0,18.0,72,10.0,2015-05-01
5036,Toa Alta,211,7.0,0.0,14.0,7.0,53.0,92,38.0,2015-05-01
5037,Toa Baja,564,3.0,1.0,51.0,9.0,90.0,336,74.0,2015-05-01
5038,Trujillo Alto,253,3.0,2.0,30.0,16.0,78.0,111,13.0,2015-05-01
5039,Utuado,131,0.0,2.0,6.0,13.0,50.0,60,0.0,2015-05-01
5040,Vega Alta,339,1.0,1.0,16.0,14.0,48.0,200,59.0,2015-05-01
5041,Vega Baja,424,0.0,0.0,43.0,6.0,64.0,257,54.0,2015-05-01
5042,Vieques,75,2.0,1.0,1.0,16.0,25.0,28,2.0,2015-05-01
5043,Villalba,70,0.0,0.0,6.0,8.0,20.0,33,3.0,2015-05-01
5044,Yabucoa,158,4.0,0.0,7.0,15.0,59.0,69,4.0,2015-05-01
5045,Yauco,137,0.0,0.0,16.0,29.0,20.0,69,3.0,2015-05-01
5046,Salinas,135,1.0,3.0,8.0,19.0,15.0,83,6.0,2015-05-01
5047,Sabana Grande,39,0.0,0.0,0.0,8.0,7.0,23,1.0,2015-05-01
5048,Rio Grande,153,8.0,2.0,17.0,24.0,39.0,53,10.0,2015-05-01
5049,Rincón,81,0.0,0.0,1.0,7.0,23.0,49,1.0,2015-05-01
5050,Las Marías,31,0.0,0.0,0.0,1.0,8.0,22,0.0,2015-05-01
5051,Las Piedras,133,1.0,0.0,18.0,5.0,49.0,50,10.0,2015-05-01
5052,Loiza,129,10.0,3.0,13.0,20.0,24.0,55,4.0,2015-05-01
5053,Luquillo,123,0.0,0.0,11.0,6.0,31.0,73,2.0,2015-05-01
5054,Manatí,224,2.0,0.0,25.0,10.0,34.0,120,33.0,2015-05-01
5055,Maricao,13,0.0,0.0,0.0,1.0,9.0,3,0.0,2015-05-01
5056,Maunabo,46,0.0,0.0,3.0,5.0,7.0,31,,2015-05-01
5057,Lajas,55,0.0,0.0,2.0,6.0,14.0,27,6.0,2015-05-01
5058,Mayagüez,598,3.0,0.0,45.0,57.0,142.0,322,29.0,2015-05-01
5059,Morovis,147,1.0,0.0,10.0,7.0,48.0,70,11.0,2015-05-01
5060,Naguabo,97,0.0,0.0,9.0,7.0,36.0,39,6.0,2015-05-01
5061,Naranjito,135,1.0,0.0,7.0,9.0,31.0,71,16.0,2015-05-01
5062,Orocovis,116,1.0,0.0,3.0,8.0,40.0,60,4.0,2015-05-01
5063,Patillas,38,2.0,0.0,0.0,4.0,8.0,24,0.0,2015-05-01
5064,Peñuelas,77,2.0,0.0,4.0,11.0,28.0,32,0.0,2015-05-01
5065,Ponce,960,11.0,1.0,55.0,84.0,156.0,618,35.0,2015-05-01
5066,Moca,102,3.0,0.0,5.0,4.0,40.0,48,2.0,2015-05-01
5067,Adjuntas,43,0.0,0.0,2.0,7.0,15.0,19,0.0,2015-05-01
5068,Aguada ,72,0.0,0.0,7.0,6.0,31.0,27,1.0,2015-05-01
5069,Aguadilla,256,1.0,0.0,30.0,19.0,72.0,133,1.0,2015-05-01
5070,Yauco,150,0.0,0.0,17.0,34.0,22.0,74,3.0,2015-06-01
5071,Coamo,126,0.0,0.0,8.0,9.0,25.0,71,13.0,2015-06-01
5072,Comerío,100,0.0,0.0,2.0,8.0,29.0,49,12.0,2015-06-01
5073,Corozal,125,4.0,0.0,8.0,5.0,18.0,62,28.0,2015-06-01
5074,Culebra,25,0.0,0.0,1.0,7.0,9.0,7,1.0,2015-06-01
5075,Dorado,389,7.0,0.0,36.0,11.0,48.0,259,28.0,2015-06-01
5076,Fajardo,219,3.0,0.0,13.0,28.0,39.0,123,13.0,2015-06-01
5077,Florida,48,0.0,0.0,3.0,0.0,24.0,18,3.0,2015-06-01
5078,Guánica,63,2.0,0.0,1.0,10.0,15.0,35,0.0,2015-06-01
5079,Guayama,282,3.0,1.0,17.0,26.0,69.0,155,11.0,2015-06-01
5080,Guayanilla,62,6.0,0.0,2.0,14.0,18.0,22,0.0,2015-06-01
5081,Guaynabo,470,13.0,1.0,48.0,22.0,92.0,252,42.0,2015-06-01
5082,Gurabo,128,7.0,0.0,21.0,23.0,30.0,43,4.0,2015-06-01
5083,Hatillo,335,2.0,0.0,13.0,8.0,76.0,217,19.0,2015-06-01
5084,Hormigueros,45,0.0,0.0,0.0,3.0,19.0,20,3.0,2015-06-01
5085,Humacao,337,4.0,1.0,42.0,13.0,94.0,168,15.0,2015-06-01
5086,Cidra,180,5.0,0.0,15.0,17.0,30.0,97,16.0,2015-06-01
5087,Ciales,78,1.0,0.0,2.0,5.0,23.0,44,3.0,2015-06-01
5088,Ceiba,51,0.0,0.0,1.0,10.0,15.0,21,4.0,2015-06-01
5089,Cayey,281,8.0,0.0,15.0,36.0,27.0,157,38.0,2015-06-01
5090,Aguada ,89,0.0,0.0,8.0,8.0,36.0,35,2.0,2015-06-01
5091,Aguadilla,320,1.0,0.0,31.0,26.0,100.0,159,3.0,2015-06-01
5092,Aguas Buenas,104,5.0,0.0,11.0,19.0,32.0,32,5.0,2015-06-01
5093,Aibonito,75,3.0,0.0,4.0,11.0,17.0,33,7.0,2015-06-01
5094,Añasco,56,1.0,0.0,3.0,8.0,22.0,18,4.0,2015-06-01
5095,Arecibo,478,4.0,0.0,18.0,8.0,171.0,229,48.0,2015-06-01
5096,Arroyo,69,0.0,1.0,5.0,16.0,13.0,33,1.0,2015-06-01
5097,Isabela,174,0.0,1.0,8.0,3.0,62.0,93,7.0,2015-06-01
5098,Barceloneta,242,0.0,0.0,16.0,4.0,56.0,148,18.0,2015-06-01
5099,Bayamón,2099,18.0,0.0,202.0,50.0,323.0,1141,365.0,2015-06-01
5100,Cabo Rojo,103,2.0,2.0,8.0,10.0,35.0,43,3.0,2015-06-01
5101,Caguas,1240,11.0,0.0,113.0,57.0,205.0,738,116.0,2015-06-01
5102,Camuy,155,1.0,0.0,9.0,12.0,46.0,83,4.0,2015-06-01
5103,Canóvanas,271,9.0,0.0,39.0,29.0,51.0,132,11.0,2015-06-01
5104,Carolina,1497,12.0,3.0,168.0,67.0,278.0,878,91.0,2015-06-01
5105,Cataño,181,3.0,0.0,28.0,6.0,38.0,94,12.0,2015-06-01
5106,Barranquitas,181,2.0,0.0,5.0,13.0,62.0,80,19.0,2015-06-01
5107,Jayuya,49,0.0,1.0,1.0,9.0,26.0,11,1.0,2015-06-01
5108,Adjuntas,49,0.0,0.0,2.0,8.0,17.0,22,0.0,2015-06-01
5109,Juncos,145,7.0,0.0,27.0,19.0,36.0,45,11.0,2015-06-01
5110,Sabana Grande,40,0.0,0.0,0.0,9.0,7.0,23,1.0,2015-06-01
5111,Salinas,159,1.0,3.0,9.0,21.0,19.0,98,8.0,2015-06-01
5112,San Germán,112,2.0,0.0,2.0,8.0,42.0,51,7.0,2015-06-01
5113,San Juan,4201,39.0,4.0,533.0,236.0,631.0,2240,518.0,2015-06-01
5114,San Lorenzo,212,2.0,0.0,26.0,16.0,76.0,80,12.0,2015-06-01
5115,San Sebastián,140,1.0,0.0,7.0,3.0,50.0,77,2.0,2015-06-01
5116,Santa Isabel,138,3.0,0.0,2.0,10.0,21.0,91,11.0,2015-06-01
5117,Rio Grande,188,10.0,2.0,19.0,29.0,46.0,70,12.0,2015-06-01
5118,Toa Alta,247,7.0,0.0,18.0,9.0,57.0,111,45.0,2015-06-01
5119,Trujillo Alto,295,3.0,2.0,34.0,19.0,92.0,128,17.0,2015-06-01
5120,Utuado,152,0.0,4.0,6.0,15.0,57.0,70,0.0,2015-06-01
5121,Vega Alta,426,2.0,1.0,23.0,16.0,60.0,258,66.0,2015-06-01
5122,Vega Baja,516,1.0,0.0,50.0,8.0,86.0,309,62.0,2015-06-01
5123,Vieques,83,2.0,1.0,1.0,19.0,28.0,30,2.0,2015-06-01
5124,Villalba,76,0.0,0.0,6.0,10.0,21.0,36,3.0,2015-06-01
5125,Juana Díaz,163,0.0,0.0,7.0,12.0,39.0,100,5.0,2015-06-01
5126,Toa Baja,699,5.0,2.0,67.0,12.0,104.0,410,99.0,2015-06-01
5127,Rincón,95,0.0,0.0,2.0,9.0,29.0,54,1.0,2015-06-01
5128,Yabucoa,181,5.0,0.0,9.0,16.0,67.0,79,5.0,2015-06-01
5129,Ponce,1132,14.0,2.0,65.0,101.0,183.0,727,40.0,2015-06-01
5130,Quebradillas,93,0.0,0.0,7.0,2.0,30.0,52,2.0,2015-06-01
5131,Lajas,61,0.0,0.0,3.0,6.0,18.0,28,6.0,2015-06-01
5132,Lares,114,0.0,0.0,3.0,9.0,34.0,65,3.0,2015-06-01
5133,Las Marías,41,0.0,0.0,0.0,3.0,12.0,26,0.0,2015-06-01
5134,Las Piedras,155,1.0,0.0,19.0,5.0,57.0,61,12.0,2015-06-01
5135,Loiza,159,12.0,3.0,15.0,26.0,29.0,68,6.0,2015-06-01
5136,Manatí,260,3.0,0.0,26.0,11.0,42.0,137,41.0,2015-06-01
5137,Maricao,18,0.0,0.0,0.0,2.0,10.0,6,0.0,2015-06-01
5138,Luquillo,147,0.0,0.0,15.0,6.0,32.0,92,2.0,2015-06-01
5139,Mayagüez,693,3.0,0.0,50.0,63.0,162.0,372,43.0,2015-06-01
5140,Moca,127,3.0,0.0,5.0,5.0,53.0,59,2.0,2015-06-01
5141,Morovis,180,1.0,0.0,11.0,9.0,60.0,86,13.0,2015-06-01
5142,Naguabo,113,0.0,0.0,10.0,9.0,41.0,46,7.0,2015-06-01
5143,Naranjito,162,1.0,0.0,10.0,11.0,36.0,83,21.0,2015-06-01
5144,Orocovis,124,2.0,0.0,3.0,8.0,45.0,62,4.0,2015-06-01
5145,Patillas,55,2.0,0.0,1.0,6.0,12.0,34,0.0,2015-06-01
5146,Peñuelas,92,2.0,0.0,4.0,14.0,33.0,39,0.0,2015-06-01
5147,Maunabo,56,0.0,0.0,3.0,7.0,8.0,38,0.0,2015-06-01
5148,Dorado,456,9.0,0.0,40.0,12.0,62.0,294,39.0,2015-07-01
5149,Cidra,204,5.0,0.0,17.0,19.0,36.0,107,20.0,2015-07-01
5150,Coamo,148,3.0,0.0,9.0,12.0,31.0,79,14.0,2015-07-01
5151,Comerío,127,0.0,1.0,2.0,9.0,38.0,61,16.0,2015-07-01
5152,Corozal,149,4.0,0.0,7.0,5.0,24.0,81,28.0,2015-07-01
5153,Culebra,29,0.0,0.0,1.0,9.0,10.0,8,1.0,2015-07-01
5154,Fajardo,257,4.0,0.0,16.0,32.0,43.0,145,17.0,2015-07-01
5155,Humacao,391,5.0,1.0,43.0,17.0,109.0,197,19.0,2015-07-01
5156,Guánica,87,2.0,0.0,2.0,16.0,18.0,49,0.0,2015-07-01
5157,Guayama,335,4.0,1.0,27.0,28.0,83.0,180,12.0,2015-07-01
5158,Guayanilla,70,6.0,0.0,2.0,15.0,18.0,27,2.0,2015-07-01
5159,Guaynabo,564,14.0,1.0,57.0,21.0,110.0,312,49.0,2015-07-01
5160,Gurabo,147,9.0,0.0,22.0,27.0,35.0,48,6.0,2015-07-01
5161,Hatillo,379,2.0,0.0,14.0,8.0,84.0,251,20.0,2015-07-01
5162,Hormigueros,52,0.0,0.0,0.0,3.0,23.0,23,3.0,2015-07-01
5163,Florida,57,1.0,0.0,3.0,0.0,28.0,21,4.0,2015-07-01
5164,Ciales,95,1.0,0.0,2.0,5.0,26.0,55,6.0,2015-07-01
5165,Bayamón,2437,21.0,0.0,243.0,55.0,371.0,1315,432.0,2015-07-01
5166,Cayey,323,8.0,0.0,17.0,44.0,31.0,177,46.0,2015-07-01
5167,Adjuntas,53,0.0,0.0,2.0,9.0,19.0,23,0.0,2015-07-01
5168,Isabela,197,0.0,1.0,9.0,4.0,69.0,107,7.0,2015-07-01
5169,Aguada ,99,0.0,0.0,8.0,11.0,37.0,41,2.0,2015-07-01
5170,Aguadilla,369,1.0,0.0,34.0,31.0,113.0,187,3.0,2015-07-01
5171,Aguas Buenas,127,6.0,0.0,13.0,20.0,41.0,41,6.0,2015-07-01
5172,Aibonito,86,3.0,0.0,4.0,13.0,21.0,37,8.0,2015-07-01
5173,Añasco,68,1.0,0.0,4.0,9.0,27.0,21,6.0,2015-07-01
5174,Arecibo,568,5.0,0.0,21.0,11.0,206.0,271,54.0,2015-07-01
5175,Arroyo,88,0.0,1.0,6.0,23.0,20.0,37,1.0,2015-07-01
5176,Barceloneta,293,0.0,0.0,16.0,4.0,69.0,183,21.0,2015-07-01
5177,Barranquitas,211,2.0,0.0,6.0,15.0,73.0,94,21.0,2015-07-01
5178,Cabo Rojo,134,4.0,3.0,10.0,11.0,42.0,61,3.0,2015-07-01
5179,Caguas,1414,12.0,1.0,133.0,64.0,227.0,845,132.0,2015-07-01
5180,Camuy,176,1.0,0.0,12.0,13.0,54.0,91,5.0,2015-07-01
5181,Canóvanas,318,11.0,0.0,39.0,33.0,62.0,160,13.0,2015-07-01
5182,Carolina,1754,14.0,4.0,188.0,78.0,324.0,1024,122.0,2015-07-01
5183,Cataño,204,3.0,0.0,29.0,7.0,46.0,106,13.0,2015-07-01
5184,Ceiba,57,1.0,0.0,1.0,11.0,16.0,24,4.0,2015-07-01
5185,Jayuya,55,0.0,1.0,1.0,10.0,27.0,15,1.0,2015-07-01
5186,Peñuelas,102,2.0,0.0,5.0,16.0,35.0,44,0.0,2015-07-01
5187,Juncos,157,9.0,0.0,28.0,14.0,40.0,54,12.0,2015-07-01
5188,Sabana Grande,47,0.0,0.0,0.0,12.0,10.0,24,1.0,2015-07-01
5189,Salinas,188,1.0,3.0,13.0,24.0,24.0,114,9.0,2015-07-01
5190,San Germán,140,2.0,0.0,3.0,12.0,51.0,65,7.0,2015-07-01
5191,San Juan,4854,45.0,6.0,616.0,268.0,723.0,2609,587.0,2015-07-01
5192,San Lorenzo,252,7.0,0.0,34.0,17.0,87.0,88,19.0,2015-07-01
5193,San Sebastián,164,1.0,0.0,8.0,5.0,60.0,87,3.0,2015-07-01
5194,Santa Isabel,153,4.0,0.0,4.0,11.0,23.0,100,11.0,2015-07-01
5195,Rio Grande,218,10.0,2.0,20.0,28.0,57.0,87,14.0,2015-07-01
5196,Toa Alta,281,7.0,0.0,24.0,10.0,64.0,126,50.0,2015-07-01
5197,Trujillo Alto,367,4.0,2.0,44.0,23.0,107.0,165,22.0,2015-07-01
5198,Utuado,170,0.0,3.0,6.0,18.0,63.0,79,1.0,2015-07-01
5199,Vega Alta,520,2.0,1.0,29.0,22.0,86.0,307,73.0,2015-07-01
5200,Vega Baja,594,2.0,0.0,57.0,9.0,101.0,351,74.0,2015-07-01
5201,Vieques,90,2.0,2.0,1.0,22.0,31.0,30,2.0,2015-07-01
5202,Villalba,85,0.0,0.0,6.0,10.0,23.0,43,3.0,2015-07-01
5203,Yauco,166,0.0,0.0,19.0,36.0,24.0,84,3.0,2015-07-01
5204,Toa Baja,838,6.0,2.0,83.0,12.0,121.0,494,120.0,2015-07-01
5205,Juana Díaz,232,0.0,1.0,19.0,14.0,50.0,139,9.0,2015-07-01
5206,Rincón,107,0.0,0.0,3.0,9.0,35.0,59,1.0,2015-07-01
5207,Ponce,1292,16.0,5.0,79.0,119.0,210.0,816,47.0,2015-07-01
5208,Lajas,81,0.0,0.0,3.0,7.0,24.0,40,7.0,2015-07-01
5209,Lares,130,0.0,0.0,3.0,9.0,45.0,70,3.0,2015-07-01
5210,Las Marías,52,0.0,0.0,0.0,5.0,15.0,32,0.0,2015-07-01
5211,Las Piedras,172,1.0,0.0,21.0,5.0,64.0,68,13.0,2015-07-01
5212,Loiza,175,14.0,3.0,17.0,30.0,30.0,74,7.0,2015-07-01
5213,Luquillo,167,0.0,1.0,16.0,7.0,38.0,102,3.0,2015-07-01
5214,Manatí,347,3.0,1.0,31.0,12.0,63.0,182,55.0,2015-07-01
5215,Quebradillas,108,0.0,0.0,7.0,2.0,33.0,64,2.0,2015-07-01
5216,Maricao,28,0.0,0.0,0.0,2.0,16.0,10,0.0,2015-07-01
5217,Mayagüez,811,5.0,0.0,54.0,75.0,195.0,436,46.0,2015-07-01
5218,Moca,149,3.0,0.0,5.0,4.0,67.0,66,4.0,2015-07-01
5219,Morovis,214,1.0,0.0,13.0,11.0,70.0,98,21.0,2015-07-01
5220,Naguabo,129,0.0,0.0,12.0,8.0,47.0,55,7.0,2015-07-01
5221,Naranjito,189,2.0,0.0,12.0,12.0,42.0,96,25.0,2015-07-01
5222,Orocovis,129,2.0,0.0,3.0,8.0,46.0,67,3.0,2015-07-01
5223,Patillas,71,2.0,0.0,2.0,10.0,12.0,45,,2015-07-01
5224,Maunabo,64,0.0,0.0,4.0,7.0,11.0,42,0.0,2015-07-01
5225,Yabucoa,203,5.0,0.0,11.0,17.0,78.0,87,5.0,2015-07-01
5226,Yabucoa,229,7.0,2.0,11.0,25.0,82.0,97,5.0,2015-08-01
5227,Ponce,1464,17.0,8.0,91.0,140.0,235.0,921,52.0,2015-08-01
5228,Peñuelas,119,2.0,0.0,6.0,15.0,43.0,53,0.0,2015-08-01
5229,Patillas,91,2.0,0.0,3.0,14.0,17.0,55,0.0,2015-08-01
5230,Orocovis,152,2.0,0.0,4.0,9.0,49.0,82,6.0,2015-08-01
5231,Naranjito,222,3.0,0.0,13.0,13.0,48.0,115,30.0,2015-08-01
5232,Naguabo,141,0.0,0.0,12.0,8.0,53.0,61,7.0,2015-08-01
5233,Morovis,252,1.0,1.0,15.0,13.0,84.0,114,24.0,2015-08-01
5234,Moca,171,4.0,0.0,5.0,6.0,78.0,74,4.0,2015-08-01
5235,Mayagüez,906,5.0,4.0,57.0,87.0,227.0,480,46.0,2015-08-01
5236,Maunabo,74,0.0,0.0,5.0,8.0,17.0,44,0.0,2015-08-01
5237,Manatí,403,3.0,2.0,35.0,12.0,73.0,215,63.0,2015-08-01
5238,Luquillo,196,1.0,1.0,18.0,9.0,41.0,121,5.0,2015-08-01
5239,Loiza,200,14.0,2.0,18.0,41.0,34.0,83,8.0,2015-08-01
5240,Las Piedras,201,1.0,1.0,27.0,7.0,68.0,83,14.0,2015-08-01
5241,Las Marías,58,0.0,1.0,0.0,6.0,20.0,31,0.0,2015-08-01
5242,Lares,145,0.0,0.0,3.0,10.0,52.0,77,3.0,2015-08-01
5243,Quebradillas,124,0.0,1.0,7.0,2.0,37.0,74,3.0,2015-08-01
5244,Rincón,113,0.0,1.0,4.0,9.0,36.0,61,2.0,2015-08-01
5245,Rio Grande,254,11.0,2.0,23.0,31.0,66.0,106,15.0,2015-08-01
5246,Sabana Grande,59,0.0,0.0,0.0,17.0,11.0,30,1.0,2015-08-01
5247,Yauco,183,0.0,0.0,20.0,40.0,29.0,91,3.0,2015-08-01
5248,Adjuntas,59,1.0,1.0,2.0,10.0,22.0,23,0.0,2015-08-01
5249,Villalba,99,0.0,0.0,6.0,12.0,26.0,50,5.0,2015-08-01
5250,Vieques,100,3.0,3.0,1.0,22.0,33.0,36,2.0,2015-08-01
5251,Vega Baja,671,2.0,2.0,68.0,10.0,112.0,393,84.0,2015-08-01
5252,Vega Alta,584,3.0,2.0,32.0,24.0,99.0,346,78.0,2015-08-01
5253,Utuado,189,0.0,3.0,6.0,19.0,68.0,91,2.0,2015-08-01
5254,Lajas,92,0.0,0.0,3.0,7.0,30.0,45,7.0,2015-08-01
5255,Trujillo Alto,413,5.0,2.0,51.0,27.0,116.0,186,26.0,2015-08-01
5256,Toa Alta,309,8.0,0.0,27.0,11.0,70.0,137,56.0,2015-08-01
5257,Santa Isabel,175,5.0,0.0,9.0,12.0,24.0,114,11.0,2015-08-01
5258,San Sebastián,203,1.0,0.0,7.0,5.0,77.0,106,7.0,2015-08-01
5259,San Lorenzo,287,7.0,0.0,41.0,18.0,101.0,99,21.0,2015-08-01
5260,San Juan,5582,58.0,18.0,705.0,315.0,828.0,2990,668.0,2015-08-01
5261,San Germán,151,1.0,0.0,2.0,18.0,53.0,70,7.0,2015-08-01
5262,Salinas,218,2.0,1.0,16.0,29.0,30.0,131,9.0,2015-08-01
5263,Toa Baja,965,7.0,5.0,96.0,19.0,138.0,563,137.0,2015-08-01
5264,Juncos,190,11.0,2.0,31.0,17.0,43.0,72,14.0,2015-08-01
5265,Maricao,32,0.0,1.0,0.0,2.0,17.0,12,0.0,2015-08-01
5266,Jayuya,61,0.0,1.0,1.0,12.0,28.0,18,1.0,2015-08-01
5267,Cayey,360,8.0,0.0,18.0,50.0,36.0,200,48.0,2015-08-01
5268,Cataño,232,4.0,0.0,34.0,8.0,51.0,120,15.0,2015-08-01
5269,Carolina,1971,16.0,5.0,217.0,95.0,362.0,1145,131.0,2015-08-01
5270,Canóvanas,357,14.0,0.0,43.0,40.0,71.0,175,14.0,2015-08-01
5271,Camuy,200,1.0,1.0,13.0,13.0,64.0,103,5.0,2015-08-01
5272,Juana Díaz,255,1.0,1.0,18.0,21.0,55.0,147,12.0,2015-08-01
5273,Cabo Rojo,156,5.0,4.0,11.0,13.0,55.0,65,3.0,2015-08-01
5274,Bayamón,2793,23.0,4.0,278.0,62.0,419.0,1504,503.0,2015-08-01
5275,Barranquitas,242,2.0,0.0,8.0,22.0,79.0,107,24.0,2015-08-01
5276,Barceloneta,325,0.0,0.0,16.0,4.0,73.0,207,25.0,2015-08-01
5277,Arroyo,103,0.0,1.0,8.0,23.0,23.0,45,3.0,2015-08-01
5278,Arecibo,652,5.0,1.0,27.0,19.0,232.0,305,63.0,2015-08-01
5279,Añasco,71,1.0,1.0,4.0,10.0,27.0,22,6.0,2015-08-01
5280,Aibonito,108,5.0,0.0,7.0,14.0,28.0,45,9.0,2015-08-01
5281,Aguas Buenas,141,6.0,0.0,16.0,21.0,44.0,47,7.0,2015-08-01
5282,Aguadilla,407,1.0,1.0,34.0,33.0,127.0,205,6.0,2015-08-01
5283,Aguada ,119,0.0,0.0,8.0,14.0,42.0,52,3.0,2015-08-01
5284,Ceiba,63,1.0,0.0,1.0,12.0,18.0,27,4.0,2015-08-01
5285,Ciales,116,1.0,0.0,3.0,6.0,32.0,65,9.0,2015-08-01
5286,Caguas,1620,12.0,3.0,152.0,72.0,271.0,961,149.0,2015-08-01
5287,Isabela,230,0.0,2.0,12.0,6.0,74.0,128,8.0,2015-08-01
5288,Cidra,230,6.0,0.0,20.0,21.0,45.0,118,20.0,2015-08-01
5289,Humacao,459,7.0,3.0,51.0,22.0,122.0,228,26.0,2015-08-01
5290,Hormigueros,60,0.0,0.0,0.0,3.0,26.0,28,3.0,2015-08-01
5291,Hatillo,439,2.0,0.0,16.0,8.0,88.0,302,23.0,2015-08-01
5292,Gurabo,167,12.0,0.0,24.0,28.0,41.0,55,7.0,2015-08-01
5293,Guayanilla,73,8.0,0.0,2.0,15.0,20.0,27,1.0,2015-08-01
5294,Guayama,377,5.0,0.0,33.0,31.0,95.0,202,11.0,2015-08-01
5295,Guaynabo,662,18.0,3.0,71.0,24.0,131.0,360,55.0,2015-08-01
5296,Florida,69,1.0,0.0,6.0,0.0,33.0,23,6.0,2015-08-01
5297,Fajardo,302,4.0,0.0,17.0,41.0,54.0,168,18.0,2015-08-01
5298,Dorado,506,11.0,1.0,42.0,14.0,66.0,326,46.0,2015-08-01
5299,Culebra,36,0.0,0.0,1.0,10.0,11.0,13,1.0,2015-08-01
5300,Corozal,168,4.0,1.0,9.0,5.0,28.0,90,31.0,2015-08-01
5301,Comerío,139,1.0,1.0,2.0,9.0,42.0,67,17.0,2015-08-01
5302,Coamo,169,3.0,0.0,9.0,13.0,37.0,91,16.0,2015-08-01
5303,Guánica,102,2.0,0.0,2.0,16.0,20.0,62,0.0,2015-08-01
5304,Patillas,101,2.0,0.0,3.0,17.0,19.0,60,0.0,2015-09-01
5305,Mayagüez,1021,5.0,5.0,60.0,96.0,251.0,552,52.0,2015-09-01
5306,Orocovis,170,2.0,0.0,7.0,10.0,55.0,88,8.0,2015-09-01
5307,Naranjito,251,3.0,0.0,16.0,13.0,54.0,130,35.0,2015-09-01
5308,Naguabo,152,0.0,0.0,12.0,10.0,56.0,66,8.0,2015-09-01
5309,Morovis,277,1.0,1.0,17.0,16.0,94.0,120,28.0,2015-09-01
5310,Moca,190,4.0,0.0,6.0,7.0,87.0,82,4.0,2015-09-01
5311,Maunabo,82,0.0,0.0,7.0,8.0,19.0,48,0.0,2015-09-01
5312,Lajas,102,0.0,0.0,4.0,9.0,33.0,49,7.0,2015-09-01
5313,Manatí,461,4.0,2.0,37.0,15.0,86.0,244,73.0,2015-09-01
5314,Luquillo,213,1.0,1.0,18.0,10.0,45.0,133,5.0,2015-09-01
5315,Loiza,217,15.0,2.0,22.0,43.0,35.0,92,8.0,2015-09-01
5316,Las Piedras,233,1.0,1.0,35.0,8.0,75.0,97,16.0,2015-09-01
5317,Las Marías,72,0.0,1.0,0.0,6.0,31.0,34,0.0,2015-09-01
5318,Lares,158,0.0,0.0,4.0,13.0,57.0,80,4.0,2015-09-01
5319,Peñuelas,124,2.0,0.0,6.0,15.0,45.0,56,0.0,2015-09-01
5320,Maricao,34,0.0,1.0,0.0,3.0,18.0,12,0.0,2015-09-01
5321,Ponce,1630,24.0,9.0,100.0,162.0,263.0,1016,56.0,2015-09-01
5322,Yabucoa,249,9.0,2.0,13.0,26.0,88.0,106,5.0,2015-09-01
5323,Rincón,122,0.0,2.0,4.0,9.0,39.0,66,2.0,2015-09-01
5324,Juncos,219,12.0,2.0,37.0,19.0,46.0,85,18.0,2015-09-01
5325,Villalba,114,0.0,0.0,6.0,16.0,28.0,58,6.0,2015-09-01
5326,Vieques,116,3.0,3.0,3.0,25.0,37.0,43,2.0,2015-09-01
5327,Vega Baja,757,3.0,5.0,77.0,11.0,132.0,436,93.0,2015-09-01
